entity_id,friendly_name,domain,area_id,area_name,state,suggested_usage,reason
sensor.nursery_nursery_pressure,Nursery Nursery Pressure,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_temperature,Nursery Nursery Temperature,sensor,nursery,Nursery,unavailable,map,MAP: Show temperature on room
sensor.nursery_nursery2_humidity,Nursery Nursery2 Humidity,sensor,nursery,Nursery,unavailable,map,MAP: Show humidity percentage
sensor.nursery_nursery2_temperature,Nursery Nursery2 Temperature,sensor,nursery,Nursery,unavailable,map,MAP: Show temperature on room
sensor.nursery_nursery3_co2,Nursery Nursery3 CO2,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery3_humidity,Nursery Nursery3 Humidity,sensor,nursery,Nursery,unavailable,map,MAP: Show humidity percentage
sensor.nursery_nursery3_temperature,Nursery Nursery3 Temperature,sensor,nursery,Nursery,unavailable,map,MAP: Show temperature on room
sensor.nursery_person_active_count,Nursery Person Active Count,sensor,nursery,Nursery,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.nursery_person_count,Nursery Person count,sensor,nursery,Nursery,1,remove,"Sensor data - likely diagnostic, review if needed"
sensor.nursery_bath_climate_2_battery,Nursery bath climate 2 Battery,sensor,nursery,Nursery,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_bath_climate_2_humidity,Nursery bath climate 2 Humidity,sensor,nursery,Nursery,40.86,map,MAP: Show humidity percentage
sensor.nursery_bath_climate_2_temperature,Nursery bath climate 2 Temperature,sensor,nursery,Nursery,68.648,map,MAP: Show temperature on room
sensor.nursery_bath_lights_node_status,Nursery bath lights Node status,sensor,nursery,Nursery,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_climate_2_battery,Nursery climate 2 Battery,sensor,nursery,Nursery,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_climate_2_humidity,Nursery climate 2 Humidity,sensor,nursery,Nursery,38.0,map,MAP: Show humidity percentage
sensor.nursery_climate_2_temperature,Nursery climate 2 Temperature,sensor,nursery,Nursery,72.122,map,MAP: Show temperature on room
sensor.nursery_closet_door_battery,Nursery closet door Battery,sensor,nursery,Nursery,74.0,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_closet_light_node_status,Nursery closet light Node status,sensor,nursery,Nursery,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_fan_node_status,Nursery fan Node status,sensor,nursery,Nursery,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_lamp_2_instantaneous_demand,Nursery lamp 2 Instantaneous demand,sensor,office,Office,1.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.nursery_lamp_2_summation_delivered,Nursery lamp 2 Summation delivered,sensor,office,Office,0.0919,remove,"Sensor data - likely diagnostic, review if needed"
sensor.nursery_sound_level,Nursery sound level,sensor,nursery,Nursery,-61,remove,"Sensor data - likely diagnostic, review if needed"
sensor.office_climate_2_battery,Office Climate 2 Battery,sensor,office,Office,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.office_climate_2_humidity,Office Climate 2 Humidity,sensor,office,Office,35.01,map,MAP: Show humidity percentage
sensor.office_climate_2_temperature,Office Climate 2 Temperature,sensor,office,Office,72.392,map,MAP: Show temperature on room
sensor.office_bulb_1_instantaneous_demand,Office bulb 1 Instantaneous demand,sensor,office,Office,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.office_bulb_1_summation_delivered,Office bulb 1 Summation delivered,sensor,office,Office,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.office_9_office_co2,Office-9 Office CO2,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_humidity,Office-9 Office Humidity,sensor,office,Office,unavailable,map,MAP: Show humidity percentage
sensor.office_9_office_pm1_0,Office-9 Office PM1.0,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pm10_0,Office-9 Office PM10.0,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pm2_5,Office-9 Office PM2.5,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pmc_0_3mm,Office-9 Office PMC <0.3µm,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pmc_0_5mm,Office-9 Office PMC <0.5µm,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pmc_10mm,Office-9 Office PMC <10µm,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pmc_1mm,Office-9 Office PMC <1µm,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pmc_2_5mm,Office-9 Office PMC <2.5µm,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_pmc_5mm,Office-9 Office PMC <5µm,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office_temp,Office-9 Office Temp,sensor,office,Office,unavailable,map,MAP: Show temperature on room
sensor.office_9_office2_gas_resistance,Office-9 Office2 Gas Resistance,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office2_humidity,Office-9 Office2 Humidity,sensor,office,Office,unavailable,map,MAP: Show humidity percentage
sensor.office_9_office2_pressure,Office-9 Office2 Pressure,sensor,office,Office,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.office_9_office2_temperature,Office-9 Office2 Temperature,sensor,office,Office,unavailable,map,MAP: Show temperature on room
sensor.openweathermap_apparent_temperature,OpenWeatherMap Apparent temperature,sensor,,,48.128,map,MAP: Show temperature on room
sensor.openweathermap_cloud_coverage,OpenWeatherMap Cloud coverage,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_condition,OpenWeatherMap Condition,sensor,,,sunny,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_dew_point_temperature,OpenWeatherMap Dew point temperature,sensor,,,34.79,map,MAP: Show temperature on room
sensor.openweathermap_humidity,OpenWeatherMap Humidity,sensor,,,54,map,MAP: Show humidity percentage
sensor.openweathermap_precipitation_kind,OpenWeatherMap Precipitation kind,sensor,,,None,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_pressure,OpenWeatherMap Pressure,sensor,,,14.8663687494715,remove,Diagnostic/internal - not useful for dashboard
sensor.openweathermap_rain_intensity,OpenWeatherMap Rain intensity,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_snow_intensity,OpenWeatherMap Snow intensity,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_temperature,OpenWeatherMap Temperature,sensor,,,50.81,map,MAP: Show temperature on room
sensor.openweathermap_uv_index,OpenWeatherMap UV index,sensor,,,2.12,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_visibility,OpenWeatherMap Visibility,sensor,,,32808.3989501312,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_weather,OpenWeatherMap Weather,sensor,,,clear sky,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_weather_code,OpenWeatherMap Weather code,sensor,,,800,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_wind_direction,OpenWeatherMap Wind direction,sensor,,,360,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_wind_gust_speed,OpenWeatherMap Wind gust speed,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.openweathermap_wind_speed,OpenWeatherMap Wind speed,sensor,,,14.965103793844,remove,"Sensor data - likely diagnostic, review if needed"
sensor.pantry_door_battery,Pantry door Battery,sensor,kitchen,Kitchen,64.0,remove,Diagnostic/internal - not useful for dashboard
sensor.pantry_switch_node_status,Pantry switch Node status,sensor,kitchen,Kitchen,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.patio_lights_node_status,Patio lights Node status,sensor,patio,patio,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_humidity,Patio2 Patio Humidity,sensor,patio,patio,unavailable,map,MAP: Show humidity percentage
sensor.patio2_patio_pm1_0,Patio2 Patio PM1.0,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pm10_0,Patio2 Patio PM10.0,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pm2_5,Patio2 Patio PM2.5,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pmc_0_3mm,Patio2 Patio PMC <0.3µm,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pmc_0_5mm,Patio2 Patio PMC <0.5µm,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pmc_10mm,Patio2 Patio PMC <10µm,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pmc_1mm,Patio2 Patio PMC <1µm,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pmc_2_5mm,Patio2 Patio PMC <2.5µm,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_pmc_5mm,Patio2 Patio PMC <5µm,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio_temperature,Patio2 Patio Temperature,sensor,patio,patio,unavailable,map,MAP: Show temperature on room
sensor.patio2_patio2_gas_resistance,Patio2 Patio2 Gas Resistance,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio2_humidity,Patio2 Patio2 Humidity,sensor,patio,patio,unavailable,map,MAP: Show humidity percentage
sensor.patio2_patio2_pressure,Patio2 Patio2 Pressure,sensor,patio,patio,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.patio2_patio2_temperature,Patio2 Patio2 Temperature,sensor,patio,patio,unavailable,map,MAP: Show temperature on room
sensor.rain_man_daily_active_watering_time,Rain man Daily active watering time,sensor,,,50.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.right_backyard_daily_active_watering_time,Right backyard Daily active watering time,sensor,patio,patio,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.right_backyard_next_cycle,Right backyard Next cycle,sensor,patio,patio,2026-02-07T10:40:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.right_backyard_remaining_watering_time,Right backyard Remaining watering time,sensor,patio,patio,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.right_side_daily_active_watering_time,Right side Daily active watering time,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.right_side_next_cycle,Right side Next cycle,sensor,,,2026-02-07T10:35:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.right_side_remaining_watering_time,Right side Remaining watering time,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sm_n981u_battery_level,SM-N981U Battery level,sensor,,,2,remove,Diagnostic/internal - not useful for dashboard
sensor.sm_n981u_battery_state,SM-N981U Battery state,sensor,,,discharging,remove,Diagnostic/internal - not useful for dashboard
sensor.sm_n981u_charger_type,SM-N981U Charger type,sensor,,,ac,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sean_bathroom_door_battery,Sean Bathroom Door Battery,sensor,bathroom,Bathroom,83.0,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_bath_climate_battery,Sean bath climate Battery,sensor,bathroom,Bathroom,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_bath_climate_humidity,Sean bath climate Humidity,sensor,bathroom,Bathroom,39.36,map,MAP: Show humidity percentage
sensor.sean_bath_climate_temperature,Sean bath climate Temperature,sensor,bathroom,Bathroom,72.194,map,MAP: Show temperature on room
sensor.sean_bath_closet_switch_node_status,Sean bath closet Switch Node status,sensor,bathroom,Bathroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_bathroom_node_status,Sean bathroom Node status,sensor,bathroom,Bathroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_bathroom_closet_door_battery,Sean bathroom closet door Battery,sensor,bathroom,Bathroom,85.5,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_bathroom_fan_node_status,Sean bathroom fan Node status,sensor,bathroom,Bathroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_closet_node_status,Sean closet Node status,sensor,bedroom,Bedroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_fan_node_status,Sean fan Node status,sensor,bedroom,Bedroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_fan_dimmer_node_status,Sean fan dimmer Node status,sensor,bedroom,Bedroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_light_2_node_status,Sean light 2 Node status,sensor,bedroom,Bedroom,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_room_climate_battery_2,Sean room climate Battery,sensor,bedroom,Bedroom,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_room_climate_humidity_2,Sean room climate Humidity,sensor,bedroom,Bedroom,33.39,map,MAP: Show humidity percentage
sensor.sean_room_climate_temperature_2,Sean room climate Temperature,sensor,bedroom,Bedroom,74.984,map,MAP: Show temperature on room
sensor.sean_room_closet_door_battery,Sean room closet door  Battery,sensor,bedroom,Bedroom,87.5,remove,Diagnostic/internal - not useful for dashboard
sensor.sean_room_fan_dimmer_node_status,Sean room fan Dimmer Node status,sensor,bedroom,Bedroom,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.soil_moisture_battery,Soil moisture Battery,sensor,,,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.soil_moisture_humidity,Soil moisture Humidity,sensor,,,65.58,map,MAP: Show humidity percentage
sensor.soil_moisture_soil_moisture,Soil moisture Soil moisture,sensor,,,65.58,map,MAP: Show humidity percentage
sensor.soil_moisture_temperature,Soil moisture Temperature,sensor,,,71.42,map,MAP: Show temperature on room
sensor.soil_moisture_1_soil1a,Soil-Moisture-1 Soil1a,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.soil_moisture_1_soil1b,Soil-Moisture-1 Soil1b,sensor,living_room,Living Room,unavailable,map,MAP: Show humidity percentage
sensor.sun_next_dawn,Sun Next dawn,sensor,,,2026-01-31T12:48:31+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sun_next_dusk,Sun Next dusk,sensor,,,2026-01-31T00:24:54+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sun_next_midnight,Sun Next midnight,sensor,,,2026-01-31T06:36:57+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sun_next_noon,Sun Next noon,sensor,,,2026-01-31T18:36:51+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sun_next_rising,Sun Next rising,sensor,,,2026-01-31T13:14:01+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.sun_next_setting,Sun Next setting,sensor,,,2026-01-30T23:59:21+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_disk_free,System Monitor Disk free /,sensor,,,15.5,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_disk_usage,System Monitor Disk usage /,sensor,,,47.6,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_disk_use,System Monitor Disk use /,sensor,,,14.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_memory_free,System Monitor Memory free,sensor,,,3882.8,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_memory_usage,System Monitor Memory usage,sensor,,,34.3,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_memory_use,System Monitor Memory use,sensor,,,2029.3,remove,"Sensor data - likely diagnostic, review if needed"
sensor.system_monitor_processor_use,System Monitor Processor use,sensor,,,2,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_active_target,VPD Active Target,sensor,,,0.8,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_lower_bound,VPD Lower Bound,sensor,,,0.65,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_target_day,VPD Target Day,sensor,,,1.1,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_target_day_dynamic,VPD Target Day Dynamic,sensor,,,0.8,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_target_night,VPD Target Night,sensor,,,1.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_target_night_dynamic,VPD Target Night Dynamic,sensor,,,0.7,remove,"Sensor data - likely diagnostic, review if needed"
sensor.vpd_upper_bound,VPD Upper Bound,sensor,,,0.95,remove,"Sensor data - likely diagnostic, review if needed"
sensor.water,Water,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.water_refill_instantaneous_demand,Water refill Instantaneous demand,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.water_refill_summation_delivered,Water refill Summation delivered,sensor,,,0.0094,remove,"Sensor data - likely diagnostic, review if needed"
sensor.weeks_since_flip,Weeks Since Flip,sensor,,,1,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl4_mic_level_mv,bl4 Mic Level (mV),sensor,,,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl4_polar_h10_1_heart_rate,bl4 Polar H10 #1 Heart Rate,sensor,,,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl4_polar_h10_2_heart_rate,bl4 Polar H10 #2 Heart Rate,sensor,,,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl5_bl5_bme680_gas_resistance,bl5 BL5 BME680 Gas Resistance,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl5_bl5_bme680_humidity,bl5 BL5 BME680 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.bl5_bl5_bme680_pressure,bl5 BL5 BME680 Pressure,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl5_bl5_bme680_temperature,bl5 BL5 BME680 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.bl5_bl5_co2,bl5 BL5 CO2,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl5_bl5_esphome_version,bl5 BL5 ESPHome Version,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl5_bl5_pm1_0,bl5 BL5 PM1.0,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl5_bl5_pm10,bl5 BL5 PM10,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl5_bl5_pm2_5,bl5 BL5 PM2.5,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl5_bl5_scd40_humidity,bl5 BL5 SCD40 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.bl5_bl5_scd40_temperature,bl5 BL5 SCD40 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.bl5_bl5_sht40_humidity,bl5 BL5 SHT40 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.bl5_bl5_sht40_temperature,bl5 BL5 SHT40 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.bl6_bl6_bme680_gas_resistance,bl6 BL6 BME680 Gas Resistance,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl6_bl6_bme680_humidity,bl6 BL6 BME680 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.bl6_bl6_bme680_pressure,bl6 BL6 BME680 Pressure,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl6_bl6_bme680_temperature,bl6 BL6 BME680 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.bl6_bl6_co2,bl6 BL6 CO2,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl6_bl6_esphome_version,bl6 BL6 ESPHome Version,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl6_bl6_heart_rate,bl6 BL6 Heart Rate,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.bl6_bl6_pm1_0,bl6 BL6 PM1.0,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl6_bl6_pm10,bl6 BL6 PM10,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl6_bl6_pm2_5,bl6 BL6 PM2.5,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.bl6_bl6_scd40_humidity,bl6 BL6 SCD40 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.bl6_bl6_scd40_temperature,bl6 BL6 SCD40 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.bl6_bl6_sht40_humidity,bl6 BL6 SHT40 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.bl6_bl6_sht40_temperature,bl6 BL6 SHT40 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.ble_mac_6b734de90f63ccc890fa0fb586eb0027,ble mac 6B734DE90F63CCC890FA0FB586EB0027,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.ble_mac_6b73cb631663d682e18729ba34f9d0db,ble mac 6B73CB631663D682E18729BA34F9D0DB,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.ble_major_6b734de90f63ccc890fa0fb586eb0027,ble major 6B734DE90F63CCC890FA0FB586EB0027,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.ble_major_6b73cb631663d682e18729ba34f9d0db,ble major 6B73CB631663D682E18729BA34F9D0DB,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.ble_measured_power_6b734de90f63ccc890fa0fb586eb0027,ble measured power 6B734DE90F63CCC890FA0FB586EB0027,sensor,,,unknown,remove,Energy monitoring - probably not needed on map
sensor.ble_measured_power_6b73cb631663d682e18729ba34f9d0db,ble measured power 6B73CB631663D682E18729BA34F9D0DB,sensor,,,unknown,remove,Energy monitoring - probably not needed on map
sensor.ble_minor_6b734de90f63ccc890fa0fb586eb0027,ble minor 6B734DE90F63CCC890FA0FB586EB0027,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.ble_minor_6b73cb631663d682e18729ba34f9d0db,ble minor 6B73CB631663D682E18729BA34F9D0DB,sensor,,,unknown,remove,"Sensor data - likely diagnostic, review if needed"
sensor.ble_rssi_6b734de90f63ccc890fa0fb586eb0027,ble rssi 6B734DE90F63CCC890FA0FB586EB0027,sensor,,,unknown,remove,Diagnostic/internal - not useful for dashboard
sensor.ble_rssi_6b73cb631663d682e18729ba34f9d0db,ble rssi 6B73CB631663D682E18729BA34F9D0DB,sensor,,,unknown,remove,Diagnostic/internal - not useful for dashboard
sensor.coffee_roaster_sht40_air_temperature,coffee roaster SHT40 Air Temperature,sensor,kitchen,Kitchen,unavailable,map,MAP: Show temperature on room
sensor.coffee_roaster_sht40_humidity,coffee roaster SHT40 Humidity,sensor,kitchen,Kitchen,unavailable,map,MAP: Show humidity percentage
sensor.coffee_roaster_thermocouple_temperature,coffee roaster Thermocouple Temperature,sensor,kitchen,Kitchen,unavailable,map,MAP: Show temperature on room
sensor.drain_counter_drain_flow,drain-counter Drain Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.drain_counter_drain_full,drain-counter Drain Full,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.drain_counter_total_drain_flow,drain-counter Total Drain Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flow_meter_drain_drain_flow,flow-meter-drain Drain Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flow_meter_drain_drain_full,flow-meter-drain Drain Full,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flow_meter_drain_total_drain_flow,flow-meter-drain Total Drain Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flow_meter_watera_total_water_flow,flow-meter-watera Total Water Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flow_meter_watera_water_flow,flow-meter-watera Water Flow,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flow_meter_watera_water_full,flow-meter-watera Water Full,sensor,lab,Lab,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flower_co2_flower_2_co2,flower-co2 Flower 2 CO2,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2_humidity,flower-co2 Flower 2 Humidity,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2_temp,flower-co2 Flower 2 Temp,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2_voc_index,flower-co2 Flower 2 VOC Index,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2a_gas_resistance,flower-co2 Flower 2a Gas Resistance,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2a_humidity,flower-co2 Flower 2a Humidity,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2a_pressure,flower-co2 Flower 2a Pressure,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_co2_flower_2a_temperature,flower-co2 Flower 2a Temperature,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_garage_flow,garage Garage Flow,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_garage_full,garage Garage Full,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_garage_humidity,garage Garage Humidity,sensor,garage,Garage,unavailable,map,MAP: Show humidity percentage
sensor.garage_garage_temperature,garage Garage Temperature,sensor,garage,Garage,unavailable,map,MAP: Show temperature on room
sensor.garage_garage_ultrasonic_sensor,garage Garage Ultrasonic Sensor,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_garage_voc_index,garage Garage VOC Index,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_total_garage_flow,garage Total Garage Flow,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_drain_drain_flow,garage-drain Drain Flow,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_drain_drain_full,garage-drain Drain Full,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_drain_total_drain_flow,garage-drain Total Drain Flow,sensor,garage,Garage,unavailable,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_water_mother_co2,garage-water Mother CO2,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
