entity_id,friendly_name,domain,area_id,area_name,state,suggested_usage,reason
sensor.flower_big_fan_2_instantaneous_demand,Flower Big fan 2 Instantaneous demand,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flower_big_fan_2_summation_delivered,Flower Big fan 2 Summation delivered,sensor,lab,Lab,6.7753,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flower_flower_humidity,Flower Flower Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.flower_flower_temperature,Flower Flower Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.flower_vpd,Flower VPD,sensor,,,0.96,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flower_week,Flower Week,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flower_climate_1_battery,Flower climate 1 Battery,sensor,,,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_climate_1_humidity,Flower climate 1 Humidity,sensor,,,67.88,map,MAP: Show humidity percentage
sensor.flower_climate_1_temperature,Flower climate 1 Temperature,sensor,,,77.252,map,MAP: Show temperature on room
sensor.flower_climate_2_battery,Flower climate 2 Battery,sensor,,,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.flower_climate_2_humidity,Flower climate 2 Humidity,sensor,,,69.58,map,MAP: Show humidity percentage
sensor.flower_climate_2_temperature,Flower climate 2 Temperature,sensor,,,74.552,map,MAP: Show temperature on room
sensor.flower_small_fan_2_instantaneous_demand,Flower small fan 2 Instantaneous demand,sensor,lab,Lab,1.2,remove,"Sensor data - likely diagnostic, review if needed"
sensor.flower_small_fan_2_summation_delivered,Flower small fan 2 Summation delivered,sensor,lab,Lab,0.3983,remove,"Sensor data - likely diagnostic, review if needed"
sensor.node_83_node_status,Foyer dimmer Node status,sensor,,,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.front_all_active_count,Front All Active Count,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_all_count,Front All count,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_battery,Front Battery,sensor,entry,Entry,0,remove,Diagnostic/internal - not useful for dashboard
sensor.front_person_active_count,Front Person Active Count,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_person_count,Front Person count,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_center_daily_active_watering_time,Front center Daily active watering time,sensor,entry,Entry,5.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_center_next_cycle,Front center Next cycle,sensor,entry,Entry,2026-02-07T10:05:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_center_remaining_watering_time,Front center Remaining watering time,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_door_sensor_node_status,Front door sensor Node status,sensor,entry,Entry,asleep,remove,Diagnostic/internal - not useful for dashboard
sensor.front_floodlights_node_status,Front floodlights Node status,sensor,entry,Entry,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.front_flower_bed_daily_active_watering_time,Front flower bed Daily active watering time,sensor,entry,Entry,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_flower_bed_next_cycle,Front flower bed Next cycle,sensor,entry,Entry,2026-02-07T10:10:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_flower_bed_remaining_watering_time,Front flower bed Remaining watering time,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_left_daily_active_watering_time,Front left Daily active watering time,sensor,entry,Entry,8.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_left_next_cycle,Front left Next cycle,sensor,entry,Entry,2026-02-07T10:00:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_left_remaining_watering_time,Front left Remaining watering time,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_porchlight_node_status,Front porchlight Node status,sensor,entry,Entry,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.front_right_daily_active_watering_time,Front right Daily active watering time,sensor,entry,Entry,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_next_cycle,Front right Next cycle,sensor,entry,Entry,2026-02-07T10:15:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_remaining_watering_time,Front right Remaining watering time,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_back_daily_active_watering_time,Front right back Daily active watering time,sensor,entry,Entry,25.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_back_next_cycle,Front right back Next cycle,sensor,entry,Entry,2026-02-07T10:25:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_back_remaining_watering_time,Front right back Remaining watering time,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_sidewalk_daily_active_watering_time,Front right sidewalk Daily active watering time,sensor,entry,Entry,4.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_sidewalk_next_cycle,Front right sidewalk Next cycle,sensor,entry,Entry,2026-02-07T10:20:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_right_sidewalk_remaining_watering_time,Front right sidewalk Remaining watering time,sensor,entry,Entry,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.front_sound_level,Front sound level,sensor,entry,Entry,-52,remove,"Sensor data - likely diagnostic, review if needed"
sensor.game_door_battery,Game door  Battery,sensor,,,83.5,remove,Diagnostic/internal - not useful for dashboard
sensor.game_room_dimmer_node_status,Game room Dimmer Node status,sensor,living_room,Living Room,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.game_room_climate_battery,Game room climate  Battery,sensor,living_room,Living Room,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.game_room_climate_humidity,Game room climate  Humidity,sensor,living_room,Living Room,39.6,map,MAP: Show humidity percentage
sensor.game_room_climate_temperature,Game room climate  Temperature,sensor,living_room,Living Room,74.894,map,MAP: Show temperature on room
sensor.game_room_fan_node_status,Game room fan Node status,sensor,living_room,Living Room,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_vpd,Garage VPD,sensor,,,1.14,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_climate_battery,Garage climate Battery,sensor,,,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_climate_humidity,Garage climate Humidity,sensor,,,47.87,map,MAP: Show humidity percentage
sensor.garage_climate_temperature,Garage climate Temperature,sensor,,,66.056,map,MAP: Show temperature on room
sensor.garage_tent_pm1_0,Garage tent PM1.0,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pm10_0,Garage tent PM10.0,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pm2_5,Garage tent PM2.5,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pmc_0_3mm,Garage tent PMC >0.3µm,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pmc_0_5mm,Garage tent PMC >0.5µm,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pmc_10mm,Garage tent PMC >10µm,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pmc_1mm,Garage tent PMC >1µm,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pmc_2_5mm,Garage tent PMC >2.5µm,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_pmc_5mm,Garage tent PMC >5µm,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_room_co2,Garage tent Room CO2,sensor,garage,Garage,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.garage_tent_room_humidity,Garage tent Room Humidity,sensor,garage,Garage,unavailable,map,MAP: Show humidity percentage
sensor.garage_tent_room_temperature,Garage tent Room Temperature,sensor,garage,Garage,unavailable,map,MAP: Show temperature on room
sensor.garage_water_2_instantaneous_demand,Garage water 2 Instantaneous demand,sensor,garage,Garage,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garage_water_2_summation_delivered,Garage water 2 Summation delivered,sensor,garage,Garage,0.0095,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garagecam_all_active_count,Garagecam All Active Count,sensor,garage,Garage,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garagecam_all_count,Garagecam All count,sensor,garage,Garage,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garagecam_person_active_count,Garagecam Person Active Count,sensor,garage,Garage,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garagecam_person_count,Garagecam Person count,sensor,garage,Garage,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garagecam_sound_level,Garagecam sound level,sensor,garage,Garage,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garden_mister_flow_rate,Garden Mister Flow Rate,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garden_water_this_month,Garden Water This Month,sensor,,,24679.7,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garden_water_today,Garden Water Today,sensor,,,3153.1,remove,"Sensor data - likely diagnostic, review if needed"
sensor.garden_water_today_calc,Garden Water Today Calc,sensor,,,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.guest_dimmer_node_status,Guest Dimmer Node status,sensor,guest_room,Guest room,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_climate_battery,Guest climate Battery,sensor,guest_room,Guest room,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_climate_humidity,Guest climate Humidity,sensor,guest_room,Guest room,39.5,map,MAP: Show humidity percentage
sensor.guest_climate_temperature,Guest climate Temperature,sensor,guest_room,Guest room,71.402,map,MAP: Show temperature on room
sensor.guest_closet_node_status,Guest closet Node status,sensor,guest_room,Guest room,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_closet_door_battery,Guest closet door Battery,sensor,guest_room,Guest room,61.0,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_fan_node_status,Guest fan Node status,sensor,guest_room,Guest room,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_room_guest_2_co2,Guest-Room Guest 2 CO2,sensor,guest_room,Guest room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_room_guest_2_humidity,Guest-Room Guest 2 Humidity,sensor,guest_room,Guest room,unavailable,map,MAP: Show humidity percentage
sensor.guest_room_guest_2_temperature,Guest-Room Guest 2 Temperature,sensor,guest_room,Guest room,unavailable,map,MAP: Show temperature on room
sensor.guest_room_guest_humidity,Guest-Room Guest Humidity,sensor,guest_room,Guest room,unavailable,map,MAP: Show humidity percentage
sensor.guest_room_guest_pm1_0,Guest-Room Guest PM1.0,sensor,guest_room,Guest room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_room_guest_pm10_0,Guest-Room Guest PM10.0,sensor,guest_room,Guest room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_room_guest_pm2_5,Guest-Room Guest PM2.5,sensor,guest_room,Guest room,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.guest_room_guest_temperature,Guest-Room Guest Temperature,sensor,guest_room,Guest room,unavailable,map,MAP: Show temperature on room
sensor.kitchen_dimmer_node_status,Kitchen dimmer Node status,sensor,kitchen,Kitchen,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_sink_light_node_status,Kitchen sink light Node status,sensor,kitchen,Kitchen,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_co2,Kitchen-5 Kitchen CO2,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_humidity,Kitchen-5 Kitchen Humidity,sensor,kitchen,Kitchen,unavailable,map,MAP: Show humidity percentage
sensor.kitchen_5_kitchen_pm1_0,Kitchen-5 Kitchen PM1.0,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pm10_0,Kitchen-5 Kitchen PM10.0,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pm2_5,Kitchen-5 Kitchen PM2.5,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pmc_0_3mm,Kitchen-5 Kitchen PMC <0.3µm,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pmc_0_5mm,Kitchen-5 Kitchen PMC <0.5µm,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pmc_10mm,Kitchen-5 Kitchen PMC <10µm,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pmc_1mm,Kitchen-5 Kitchen PMC <1µm,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pmc_2_5mm,Kitchen-5 Kitchen PMC <2.5µm,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_pmc_5mm,Kitchen-5 Kitchen PMC <5µm,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen_temperature,Kitchen-5 Kitchen Temperature,sensor,kitchen,Kitchen,unavailable,map,MAP: Show temperature on room
sensor.kitchen_5_kitchen2_gas_resistance,Kitchen-5 Kitchen2 Gas Resistance,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen2_humidity,Kitchen-5 Kitchen2 Humidity,sensor,kitchen,Kitchen,unavailable,map,MAP: Show humidity percentage
sensor.kitchen_5_kitchen2_pressure,Kitchen-5 Kitchen2 Pressure,sensor,kitchen,Kitchen,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.kitchen_5_kitchen2_temperature,Kitchen-5 Kitchen2 Temperature,sensor,kitchen,Kitchen,unavailable,map,MAP: Show temperature on room
sensor.lab_1_instantaneous_demand,Lab 1 Instantaneous demand,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_1_summation_delivered,Lab 1 Summation delivered,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_diablo_instantaneous_demand,Lab Diablo Instantaneous demand,sensor,lab,Lab,572,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_diablo_summation_delivered,Lab Diablo Summation delivered,sensor,lab,Lab,95.9386,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_lab_humidity,Lab Lab Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.lab_lab_temperature,Lab Lab Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.lab_vpd,Lab VPD,sensor,,,1.09,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_climate2_battery,Lab climate2 Battery,sensor,lab,Lab,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_climate2_humidity,Lab climate2 Humidity,sensor,lab,Lab,57.92,map,MAP: Show humidity percentage
sensor.lab_climate2_temperature,Lab climate2 Temperature,sensor,lab,Lab,70.934,map,MAP: Show temperature on room
sensor.lab_exhaust_instantaneous_demand,Lab exhaust Instantaneous demand,sensor,lab,Lab,10.3,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_exhaust_summation_delivered,Lab exhaust Summation delivered,sensor,lab,Lab,2.6234,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_lab_pm1_0,Lab lab PM1.0,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pm10_0,Lab lab PM10.0,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pm2_5,Lab lab PM2.5,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pmc_0_3mm,Lab lab PMC <0.3µm,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pmc_0_5mm,Lab lab PMC <0.5µm,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pmc_10mm,Lab lab PMC <10µm,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pmc_1mm,Lab lab PMC <1µm,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pmc_2_5mm,Lab lab PMC <2.5µm,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_lab_pmc_5mm,Lab lab PMC <5µm,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.lab_water_2_instantaneous_demand,Lab water 2 Instantaneous demand,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab_water_2_summation_delivered,Lab water 2 Summation delivered,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab1a_instantaneous_demand,Lab1a Instantaneous demand,sensor,lab,Lab,719,remove,"Sensor data - likely diagnostic, review if needed"
sensor.lab1a_summation_delivered,Lab1a Summation delivered,sensor,lab,Lab,109.1157,remove,"Sensor data - likely diagnostic, review if needed"
sensor.laundry_door_battery,Laundry Door Battery,sensor,garage,Garage,90.5,remove,Diagnostic/internal - not useful for dashboard
sensor.left_side_daily_active_watering_time,Left side Daily active watering time,sensor,,,8.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.left_side_next_cycle,Left side Next cycle,sensor,,,2026-02-07T10:30:00+00:00,remove,"Sensor data - likely diagnostic, review if needed"
sensor.left_side_remaining_watering_time,Left side Remaining watering time,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.light_schedule_status,Light Schedule Status,sensor,,,Lights ON,map,MAP: Show brightness level
sensor.lights_off_time,Lights Off Time,sensor,,,00:00,map,MAP: Show brightness level
sensor.living_all_active_count,Living All Active Count,sensor,living_room,Living Room,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.living_all_count,Living All count,sensor,living_room,Living Room,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.living_person_active_count,Living Person Active Count,sensor,living_room,Living Room,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.living_person_count,Living Person count,sensor,living_room,Living Room,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.living_room_climate_2_battery,Living Room Climate 2 Battery,sensor,living_room,Living Room,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.living_room_climate_2_humidity,Living Room Climate 2 Humidity,sensor,living_room,Living Room,35.49,map,MAP: Show humidity percentage
sensor.living_room_climate_2_temperature,Living Room Climate 2 Temperature,sensor,living_room,Living Room,73.166,map,MAP: Show temperature on room
sensor.living_room_dimmer_node_status_2,Living room dimmer  Node status,sensor,,,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.living_room_dimmer_node_status,Living room dimmer Node status,sensor,living_room,Living Room,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.living_room_fan_node_status,Living room fan Node status,sensor,living_room,Living Room,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.living_room_fan_node_status_2,Living room fan Node status,sensor,,,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.living_room_fan_dimmer_node_status,Living room fan dimmer Node status,sensor,living_room,Living Room,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.living_room_lamp_light_2_instantaneous_demand,Living room lamp light 2 Instantaneous demand,sensor,living_room,Living Room,unavailable,map,MAP: Show brightness level
sensor.living_room_lamp_light_2_summation_delivered,Living room lamp light 2 Summation delivered,sensor,living_room,Living Room,unavailable,map,MAP: Show brightness level
sensor.living_sound_level,Living sound level,sensor,living_room,Living Room,-46,remove,"Sensor data - likely diagnostic, review if needed"
sensor.master_dimmer_node_status,Master Dimmer Node status,sensor,master,Master,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.master_bath_climate_2_battery,Master bath climate 2 Battery,sensor,master,Master,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.master_bath_climate_2_humidity,Master bath climate 2 Humidity,sensor,master,Master,37.09,map,MAP: Show humidity percentage
sensor.master_bath_climate_2_temperature,Master bath climate 2 Temperature,sensor,master,Master,73.364,map,MAP: Show temperature on room
sensor.master_bath_fan_node_status,Master bath fan Node status,sensor,master,Master,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.master_bath_lights_node_status,Master bath lights Node status,sensor,master,Master,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.master_climate_3_battery,Master climate 3 Battery,sensor,master,Master,100.0,remove,Diagnostic/internal - not useful for dashboard
sensor.master_climate_3_humidity,Master climate 3 Humidity,sensor,master,Master,39.47,map,MAP: Show humidity percentage
sensor.master_climate_3_temperature,Master climate 3 Temperature,sensor,master,Master,70.916,map,MAP: Show temperature on room
sensor.master_fan_node_status,Master fan Node status,sensor,master,Master,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master_humidity,Master2 Master Humidity,sensor,master,Master,unavailable,map,MAP: Show humidity percentage
sensor.master2_master_pm1_0,Master2 Master PM1.0,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master_pm10_0,Master2 Master PM10.0,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master_pm2_5,Master2 Master PM2.5,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master_temperature,Master2 Master Temperature,sensor,master,Master,unavailable,map,MAP: Show temperature on room
sensor.master2_master2_gas_resistance,Master2 Master2 Gas Resistance,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master2_humidity,Master2 Master2 Humidity,sensor,master,Master,unavailable,map,MAP: Show humidity percentage
sensor.master2_master2_pressure,Master2 Master2 Pressure,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master2_temperature,Master2 Master2 Temperature,sensor,master,Master,unavailable,map,MAP: Show temperature on room
sensor.master2_master3_humidity,Master2 Master3 Humidity,sensor,master,Master,unavailable,map,MAP: Show humidity percentage
sensor.master2_master3_pm1_0,Master2 Master3 PM1.0,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master3_pm10_0,Master2 Master3 PM10.0,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master3_pm2_5,Master2 Master3 PM2.5,sensor,master,Master,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.master2_master3_temperature,Master2 Master3 Temperature,sensor,master,Master,unavailable,map,MAP: Show temperature on room
sensor.mister_flow_rate,Mister Flow Rate,sensor,,,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.mister_instantaneous_demand,Mister Instantaneous demand,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.mister_summation_delivered,Mister Summation delivered,sensor,lab,Lab,0.0382,remove,"Sensor data - likely diagnostic, review if needed"
sensor.mister_total_gallons,Mister Total Gallons,sensor,,,24734.8,remove,"Sensor data - likely diagnostic, review if needed"
sensor.moth_a_mother_co2,Moth-A Mother CO2,sensor,lab,Lab,601.0,remove,Diagnostic/internal - not useful for dashboard
sensor.moth_a_mother_humidity,Moth-A Mother Humidity,sensor,lab,Lab,48.8235473632812,map,MAP: Show humidity percentage
sensor.moth_a_mother_temperature,Moth-A Mother Temperature,sensor,lab,Lab,75.0802764892578,map,MAP: Show temperature on room
sensor.moth2_mother_2_co2,Moth2 Mother 2 CO2,sensor,lab,Lab,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.moth2_mother_2_humidity,Moth2 Mother 2 Humidity,sensor,lab,Lab,unavailable,map,MAP: Show humidity percentage
sensor.moth2_mother_2_temperature,Moth2 Mother 2 Temperature,sensor,lab,Lab,unavailable,map,MAP: Show temperature on room
sensor.mother_vpd,Mother VPD,sensor,,,1.52,remove,"Sensor data - likely diagnostic, review if needed"
sensor.mother_light_instantaneous_demand,Mother light Instantaneous demand,sensor,lab,Lab,242,map,MAP: Show brightness level
sensor.mother_light_summation_delivered,Mother light Summation delivered,sensor,lab,Lab,45.1763,map,MAP: Show brightness level
sensor.mother_water_2_instantaneous_demand,Mother water 2 Instantaneous demand,sensor,lab,Lab,0.0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.mother_water_2_summation_delivered,Mother water 2 Summation delivered,sensor,lab,Lab,0.0008,remove,"Sensor data - likely diagnostic, review if needed"
sensor.mud_room_battery,Mud room Battery,sensor,,,65.0,remove,Diagnostic/internal - not useful for dashboard
sensor.new_front_battery,New Front Battery,sensor,entry,Entry,90,remove,Diagnostic/internal - not useful for dashboard
sensor.node_21_node_status,Node 21 Node status,sensor,,,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.node_37_node_status,Node 37 Node status,sensor,,,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.node_47_node_status,Node 47 Node status,sensor,,,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.node_84_node_status,Node 84 Node status,sensor,,,dead,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_all_active_count,Nursery All Active Count,sensor,nursery,Nursery,0,remove,"Sensor data - likely diagnostic, review if needed"
sensor.nursery_all_count,Nursery All count,sensor,nursery,Nursery,1,remove,"Sensor data - likely diagnostic, review if needed"
sensor.nursery_dimmer_node_status,Nursery Dimmer Node status,sensor,nursery,Nursery,alive,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_gas_resistance,Nursery Nursery Gas Resistance,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_humidity,Nursery Nursery Humidity,sensor,nursery,Nursery,unavailable,map,MAP: Show humidity percentage
sensor.nursery_nursery_pm1_0,Nursery Nursery PM1.0,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pm10_0,Nursery Nursery PM10.0,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pm2_5,Nursery Nursery PM2.5,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pmc_0_3mm,Nursery Nursery PMC <0.3µm,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pmc_0_5mm,Nursery Nursery PMC <0.5µm,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pmc_10mm,Nursery Nursery PMC <10µm,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pmc_1mm,Nursery Nursery PMC <1µm,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pmc_2_5mm,Nursery Nursery PMC <2.5µm,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
sensor.nursery_nursery_pmc_5mm,Nursery Nursery PMC <5µm,sensor,nursery,Nursery,unavailable,remove,Diagnostic/internal - not useful for dashboard
